id,SalePrice
1461,121573.64716667154
1462,153387.33373512072
1463,182805.26714699488
1464,195889.97403126868
1465,196234.49619724578
1466,171904.5973168193
1467,178064.85603806435
1468,161348.50193515146
1469,193026.09306140116
1470,119984.60383257651
1471,188556.8654533834
1472,96958.84042505971
1473,95643.3946929941
1474,145969.8682340671
1475,113704.93402675017
1476,361698.8876985105
1477,247619.8293446399
1478,294166.01186003897
1479,290964.8379159229
1480,484028.85766604636
1481,327359.9926914331
1482,211981.3003486077
1483,176226.67931337623
1484,161114.46315132375
1485,190214.0792090704
1486,193587.84836768336
1487,346701.1704655029
1488,237072.6793740887
1489,194906.32325539447
1490,232718.41017703156
1491,194309.68997428
1492,93388.7278985955
1493,188561.7878192496
1494,302326.17270089895
1495,292772.0204280155
1496,234488.35723062584
1497,180425.2619787728
1498,166913.30570348346
1499,162744.91049723348
1500,154203.84880493686
1501,174180.73838296052
1502,145514.56260644167
1503,294807.8242118134
1504,242300.23073682265
1505,226622.6090344997
1506,187487.8940845138
1507,245808.73502046952
1508,201562.38783237166
1509,164060.19235806286
1510,143747.64914315648
1511,148309.71572182962
1512,173357.3343721634
1513,151291.97803858464
1514,155631.91882008692
1515,195664.47017775784
1516,155707.82230617036
1517,168606.41637771163
1518,132041.90072699217
1519,209900.1293102677
1520,127867.46331694804
1521,130662.16882520067
1522,176542.06700014253
1523,111740.5477157444
1524,125629.89474504704
1525,121192.54797371873
1526,112694.19900389257
1527,106548.00352921514
1528,136936.7585679141
1529,149718.64360525872
1530,184083.39922009918
1531,105439.08264209668
1532,98886.57221592158
1533,146428.46631894304
1534,124767.43610071958
1535,148355.3164159547
1536,107409.5288368732
1537,66929.84893432813
1538,147975.91662826185
1539,194296.85510690662
1540,94316.28464931101
1541,138446.99830000894
1542,139193.3826148169
1543,191790.93067179425
1544,84648.83087765097
1545,114378.50700312649
1546,135671.61893528636
1547,129129.58188469935
1548,140162.7201560854
1549,119965.77749281954
1550,136231.77067704243
1551,108092.35629461613
1552,136535.31297107768
1553,148126.5324755021
1554,116575.47186138974
1555,162498.28696120417
1556,84497.77481907124
1557,104375.44080180228
1558,98540.11541239655
1559,65912.8359477366
1560,131503.76235173777
1561,131618.68118517805
1562,130428.20793647827
1563,118668.7066260914
1564,152377.00483402616
1565,151370.1295909451
1566,237448.48802820037
1567,77364.7333834664
1568,232103.5503231864
1569,127919.80980648835
1570,139196.5336335109
1571,122798.33424724964
1572,142533.6981127488
1573,230783.96252309036
1574,119900.55345585306
1575,227993.13202724443
1576,243648.9932600172
1577,182850.38206144035
1578,150366.24828417058
1579,144009.20674196613
1580,196832.4505227891
1581,154180.7256633507
1582,125292.05086495267
1583,297044.0904491559
1584,217241.12800635025
1585,136239.02609194227
1586,68684.58382294986
1587,104486.93912737897
1588,151769.00759747805
1589,96228.0514713808
1590,134107.039042508
1591,92037.36361673701
1592,115116.07894958432
1593,127144.03422993518
1594,121537.34272550081
1595,105207.67680232182
1596,226936.90834828396
1597,194689.91915422882
1598,225667.05467182875
1599,171933.60724157287
1600,164647.59810706862
1601,65749.20205043282
1602,115953.65328957727
1603,76329.364276981
1604,258103.8382857877
1605,242206.275842862
1606,167678.18054626108
1607,173043.51475691167
1608,216190.37541672066
1609,182967.45097623346
1610,151571.8425145007
1611,138207.1386103388
1612,170429.46169634647
1613,163252.72243110617
1614,129481.78856399328
1615,92452.79905046268
1616,77347.48663283227
1617,94671.95611817112
1618,124757.3397796914
1619,138955.8659842076
1620,155080.3062150831
1621,138655.83026751393
1622,143786.8398912507
1623,261585.85361959672
1624,208747.21390198733
1625,120485.91507359095
1626,169897.7781431137
1627,192237.22612153064
1628,277544.21044709056
1629,183005.1778507256
1630,342635.76982042834
1631,229336.49103478077
1632,245776.25192023863
1633,174191.55444976222
1634,183928.46108517548
1635,177842.31615417876
1636,152713.52660031035
1637,198586.97595816656
1638,183864.9380652132
1639,189547.6114133643
1640,248147.74163663064
1641,183838.0014071915
1642,239590.89403948537
1643,216519.73269624406
1644,232679.97223188024
1645,197040.54910352296
1646,158659.4377452996
1647,161152.6056039699
1648,130037.15261089613
1649,139657.9346263834
1650,112813.17383674334
1651,120287.22744499789
1652,98014.61672832181
1653,98991.04863553852
1654,144897.83658942376
1655,136962.85198794704
1656,140903.95372081018
1657,147189.66809854633
1658,142661.64487461996
1659,119061.92689567158
1660,155541.09257999243
1661,419639.59766219987
1662,411324.2555896518
1663,381061.91563249973
1664,401690.66352552216
1665,304745.14227908314
1666,334633.86474149895
1667,372110.77574975515
1668,346065.48999087315
1669,310996.7503256151
1670,359687.0444728121
1671,259561.44646197735
1672,427273.26199660986
1673,290363.6350363954
1674,243105.19313259225
1675,193789.45241578828
1676,192751.955033153
1677,220608.31036318812
1678,446897.99223731825
1679,388321.3296800301
1680,333764.2333222971
1681,252309.15841985442
1682,320012.22667463205
1683,179901.09793925312
1684,175568.07772509562
1685,175952.36194935878
1686,167288.3570787146
1687,173226.59387610352
1688,188831.94607774666
1689,195636.85828746198
1690,198481.87616693735
1691,186395.01763136254
1692,270768.61918502674
1693,170118.2374064839
1694,184907.27688710592
1695,168653.57290387084
1696,274789.7080385261
1697,173558.84492844014
1698,347962.8840430693
1699,316856.0620960273
1700,252536.63466614592
1701,272381.6081002167
1702,240412.73274802932
1703,241916.03059962502
1704,276944.72401733324
1705,241855.6249439803
1706,346464.45795813366
1707,215959.39876648344
1708,201079.50937881367
1709,268393.55775485234
1710,219227.73024699895
1711,269915.1496812778
1712,255278.61182671017
1713,279121.19598450116
1714,224671.58253651927
1715,210855.78575413817
1716,185128.21293840784
1717,178148.1724327394
1718,137370.948765962
1719,206780.76137001102
1720,245463.87500990555
1721,164970.83620560326
1722,125923.84991611638
1723,154793.60680560698
1724,202417.95143075642
1725,236209.23411733765
1726,185776.71996353898
1727,152209.3134379823
1728,173597.2278625265
1729,169646.98090367884
1730,157283.79056322112
1731,121322.88115297539
1732,128007.05249494487
1733,114312.12212872072
1734,118542.2820884191
1735,126713.93195275728
1736,109573.63926121865
1737,309278.76642946684
1738,245434.68840157022
1739,234542.24421565075
1740,210577.13953229974
1741,187048.5651444082
1742,172304.1777475196
1743,178775.834953004
1744,311561.90504494996
1745,220039.6282422723
1746,184152.09367059622
1747,218101.41882963348
1748,216083.00548089846
1749,145017.9365334786
1750,124213.07956123972
1751,247874.01390210426
1752,117208.80090280528
1753,149855.29612367146
1754,194559.7124555323
1755,163782.03212766701
1756,125469.669251761
1757,121302.72687178833
1758,146954.3071851183
1759,161512.53348340583
1760,164743.88133712765
1761,146564.31709594862
1762,179483.386625854
1763,185197.79953417997
1764,113095.44612715344
1765,155306.62745762634
1766,186937.75833134243
1767,219186.64817802826
1768,141140.4615488571
1769,176529.70318901545
1770,154017.43254605847
1771,124565.39225448873
1772,130779.36079219013
1773,128707.68263992971
1774,140771.36906239612
1775,142211.7761239988
1776,129729.17742960439
1777,109104.34254593264
1778,139389.91036416747
1779,116490.08229981708
1780,181023.75630677605
1781,126962.08813918346
1782,87268.91424037007
1783,141330.11765058883
1784,108233.18395320683
1785,123794.60349275795
1786,144323.08182108516
1787,167623.5887154353
1788,58236.19310389813
1789,100466.94508962557
1790,79559.68553513117
1791,182415.89604419668
1792,159878.57877443903
1793,127437.3447973622
1794,155180.58955329453
1795,133119.7602063847
1796,131479.42022136305
1797,115159.4311024231
1798,121775.10219449979
1799,111231.19946370638
1800,134880.8068576338
1801,126584.52770657558
1802,142457.40271257787
1803,149445.98284382687
1804,136873.4699982697
1805,137477.49623071172
1806,125161.94033931506
1807,135169.30226293183
1808,126067.93724612016
1809,122993.75507960511
1810,140470.92011148887
1811,95012.46127569197
1812,99945.76847873272
1813,123956.5627011153
1814,97609.94361771135
1815,55039.88380917389
1816,98702.91932808125
1817,107541.04684522444
1818,140491.77799351065
1819,126270.5275769081
1820,52844.045362420715
1821,117476.512020969
1822,150425.91617277934
1823,46019.379301443056
1824,132001.28592908097
1825,137653.9588074322
1826,103460.83302280401
1827,100717.02985169385
1828,137508.45838160478
1829,126400.6370858435
1830,137822.15125593758
1831,145357.26241743565
1832,74043.83158348981
1833,142118.56789042792
1834,116007.08141762944
1835,122107.99880215473
1836,125667.93831940864
1837,86084.21325611908
1838,123939.50504036684
1839,97144.16444563285
1840,147664.1293501292
1841,137423.8703683858
1842,86906.59378940018
1843,127985.25441363928
1844,144028.30496371654
1845,142751.0854340445
1846,155844.2684138124
1847,167125.20465317403
1848,53123.565098182786
1849,112049.77481185303
1850,118252.18807146722
1851,153382.83414522916
1852,126520.98174963015
1853,122566.38163929367
1854,164935.27226980927
1855,149184.18656205974
1856,221543.17023783532
1857,138379.7850543723
1858,135862.85404309895
1859,120779.2382594471
1860,149257.00044632028
1861,120254.32668564777
1862,320944.47020885476
1863,303553.5050959678
1864,304345.8238003346
1865,340347.1299711541
1866,330517.01565469755
1867,229162.82033419004
1868,288109.7340695722
1869,204267.8103948426
1870,226061.93138956744
1871,256759.17653822806
1872,174774.7164511139
1873,233065.26794165876
1874,154337.6676008887
1875,198436.44677317335
1876,198997.7658946985
1877,210915.6691089991
1878,206758.77154208315
1879,127907.19051921275
1880,133398.41520520943
1881,241826.66445606307
1882,243951.84774329406
1883,187711.45878325787
1884,203911.7409112183
1885,243321.19256762782
1886,290685.6830738606
1887,212274.20076060103
1888,272236.40756555524
1889,165575.7511340278
1890,114060.65788829407
1891,136110.82278112345
1892,97288.76127605808
1893,126121.53835919707
